Nama CPU,CPU Mark
Intel Core i9 9900X  3.50GHz,"21,630"
Intel Core i9 9920X  3.50GHz,"24,974"
Intel Core i9 9940X  3.30GHz,"28,086"
Intel Core i9 9960X  3.10GHz,"29,927"
Intel Core i9 9980HK  2.40GHz,"13,963"
Intel Core i9 9980XE  3.00GHz,"31,492"
Intel Core i9 9990XE  4.00GHz,"30,162"
Intel Core M 5Y10  0.80GHz,"1,644"
Intel Core M 5Y10a  0.80GHz,"1,905"
Intel Core M 5Y10c  0.80GHz,"1,906"
Intel Core M 5Y31  0.90GHz,"1,905"
Intel Core M 5Y51  1.10GHz,"2,030"
Intel Core M 5Y70  1.10GHz,"1,890"
Intel Core M 5Y71  1.20GHz,"1,978"
Intel Core m3 6Y30  0.90GHz,"2,180"
Intel Core m3 7Y30  1.00GHz,"2,415"
Intel Core m3 7Y32  1.10GHz,"2,697"
Intel Core m3 8100Y  1.10GHz,"2,774"
Intel Core m5 6Y54  1.10GHz,"2,290"
Intel Core m5 6Y57  1.10GHz,"2,346"
Intel Core m5 7Y54  1.20GHz,"1,475"
Intel Core m7 6Y75  1.20GHz,"2,366"
Intel Core Solo T1300  1.66GHz,210
Intel Core Solo T1350  1.86GHz,194
Intel Core Solo T1400  1.83GHz,253
Intel Core Solo U1300  1.06GHz,127
Intel Core Solo U1400  1.20GHz,130
Intel Core Solo U1500  1.33GHz,164
Intel Core Ultra 5 115U,"11,393"
Intel Core Ultra 5 125H,"20,771"
Intel Core Ultra 5 125U,"17,179"
Intel Core Ultra 5 134U,"12,945"
Intel Core Ultra 5 135H,"22,138"
Intel Core Ultra 5 135U,"17,071"
Intel Core Ultra 5 225,"31,082"
Intel Core Ultra 5 225F,"31,595"
Intel Core Ultra 5 225H,"29,184"
Intel Core Ultra 5 225T,"26,874"
Intel Core Ultra 5 225U,"18,658"
Intel Core Ultra 5 226V,"18,383"
Intel Core Ultra 5 228V,"17,211"
Intel Core Ultra 5 235,"39,892"
Intel Core Ultra 5 235H,"29,632"
Intel Core Ultra 5 235HX,"40,122"
Intel Core Ultra 5 235T,"32,169"
Intel Core Ultra 5 235U,"17,477"
Intel Core Ultra 5 236V,"18,299"
Intel Core Ultra 5 238V,"18,207"
Intel Core Ultra 5 245,"40,302"
Intel Core Ultra 5 245HX,"39,605"
Intel Core Ultra 5 245K,"43,424"
Intel Core Ultra 5 245KF,"43,373"
Intel Core Ultra 5 245T,"32,917"
Intel Core Ultra 7 155H,"24,740"
Intel Core Ultra 7 155U,"16,219"
Intel Core Ultra 7 164U,"12,575"
Intel Core Ultra 7 165H,"25,926"
Intel Core Ultra 7 165U,"16,877"
Intel Core Ultra 7 255H,"30,702"
Intel Core Ultra 7 255HX,"49,888"
Intel Core Ultra 7 255U,"18,005"
Intel Core Ultra 7 256V,"19,579"
Intel Core Ultra 7 258V,"18,973"
Intel Core Ultra 7 265,"49,650"
Intel Core Ultra 7 265F,"48,848"
Intel Core Ultra 7 265H,"34,627"
Intel Core Ultra 7 265HX,"49,388"
Intel Core Ultra 7 265K,"58,806"
Intel Core Ultra 7 265KF,"58,786"
Intel Core Ultra 7 265T,"41,887"
Intel Core Ultra 7 265U,"17,984"
Intel Core Ultra 7 266V,"19,180"
Intel Core Ultra 7 268V,"19,767"
Intel Core Ultra 9 185H,"29,363"
Intel Core Ultra 9 275HX,"55,975"
Intel Core Ultra 9 285,"57,648"
Intel Core Ultra 9 285H,"34,146"
Intel Core Ultra 9 285HX,"59,326"
Intel Core Ultra 9 285K,"67,574"
Intel Core Ultra 9 285T,"37,183"
Intel Core Ultra 9 288V,"19,732"
Intel Core2 6320  1.86GHz,849
Intel Core2 Duo E4300  1.80GHz,588
Intel Core2 Duo E4400  2.00GHz,733
Intel Core2 Duo E4500  2.20GHz,745
Intel Core2 Duo E4600  2.40GHz,876
Intel Core2 Duo E4700  2.60GHz,"1,011"
Intel Core2 Duo E6300  1.86GHz,652
Intel Core2 Duo E6320  1.86GHz,724
Intel Core2 Duo E6400  2.13GHz,772
Intel Core2 Duo E6420  2.13GHz,784
Intel Core2 Duo E6540  2.33GHz,808
Intel Core2 Duo E6550  2.33GHz,912
Intel Core2 Duo E6600  2.40GHz,937
Intel Core2 Duo E6700  2.66GHz,975
Intel Core2 Duo E6750  2.66GHz,"1,027"
Intel Core2 Duo E6850  3.00GHz,"1,158"
Intel Core2 Duo E7200  2.53GHz,"1,002"
Intel Core2 Duo E7300  2.66GHz,981
Intel Core2 Duo E7400  2.80GHz,"1,043"
Intel Core2 Duo E7500  2.93GHz,"1,156"
Intel Core2 Duo E7600  3.06GHz,"1,150"
Intel Core2 Duo E8135  2.40GHz,973
Intel Core2 Duo E8135  2.66GHz,"1,112"
Intel Core2 Duo E8200  2.66GHz,"1,144"
Intel Core2 Duo E8235  2.80GHz,"1,020"
Intel Core2 Duo E8290  2.83GHz,"1,408"
Intel Core2 Duo E8300  2.83GHz,"1,019"
Intel Core2 Duo E8335  2.66GHz,"1,121"
Intel Core2 Duo E8335  2.93GHz,"1,094"
Intel Core2 Duo E8400  3.00GHz,"1,216"
Intel Core2 Duo E8435  3.06GHz,"1,104"
Intel Core2 Duo E8500  3.16GHz,"1,297"
Intel Core2 Duo E8600  3.33GHz,"1,378"
Intel Core2 Duo L7100  1.20GHz,467
Intel Core2 Duo L7300  1.40GHz,536
Intel Core2 Duo L7400  1.50GHz,516
Intel Core2 Duo L7500  1.60GHz,663
Intel Core2 Duo L7700  1.80GHz,677
Intel Core2 Duo L7800  2.00GHz,680
Intel Core2 Duo L9300  1.60GHz,690
Intel Core2 Duo L9600  2.13GHz,788
Intel Core2 Duo P7350  2.00GHz,725
Intel Core2 Duo P7370  2.00GHz,790
Intel Core2 Duo P7450  2.13GHz,803
Intel Core2 Duo P7550  2.26GHz,836
Intel Core2 Duo P7570  2.26GHz,870
Intel Core2 Duo P8400  2.26GHz,864
Intel Core2 Duo P8600  2.40GHz,859
Intel Core2 Duo P8700  2.53GHz,959
Intel Core2 Duo P8800  2.66GHz,937
Intel Core2 Duo P9300  2.26GHz,983
Intel Core2 Duo P9500  2.53GHz,993
Intel Core2 Duo P9600  2.53GHz,"1,040"
Intel Core2 Duo P9600  2.66GHz,"1,093"
Intel Core2 Duo P9700  2.80GHz,"1,178"
Intel Core2 Duo SL9400  1.86GHz,753
Intel Core2 Duo SP9400  2.40GHz,887
Intel Core2 Duo SU9400  1.40GHz,529
Intel Core2 Duo T5200  1.60GHz,470
Intel Core2 Duo T5250  1.50GHz,556
Intel Core2 Duo T5270  1.40GHz,427
Intel Core2 Duo T5300  1.73GHz,530
Intel Core2 Duo T5450  1.66GHz,584
Intel Core2 Duo T5470  1.60GHz,590
Intel Core2 Duo T5500  1.66GHz,572
Intel Core2 Duo T5550  1.83GHz,634
Intel Core2 Duo T5600  1.83GHz,675
Intel Core2 Duo T5670  1.80GHz,633
Intel Core2 Duo T5750  2.00GHz,701
Intel Core2 Duo T5800  2.00GHz,641
Intel Core2 Duo T5850  2.16GHz,721
Intel Core2 Duo T5870  2.00GHz,705
Intel Core2 Duo T5900  2.20GHz,677
Intel Core2 Duo T6400  2.00GHz,733
Intel Core2 Duo T6500  2.10GHz,744
Intel Core2 Duo T6570  2.10GHz,774
Intel Core2 Duo T6600  2.20GHz,801
Intel Core2 Duo T6670  2.20GHz,841
Intel Core2 Duo T7100  1.80GHz,605
Intel Core2 Duo T7200  2.00GHz,739
Intel Core2 Duo T7250  2.00GHz,696
Intel Core2 Duo T7300  2.00GHz,702
Intel Core2 Duo T7400  2.16GHz,766
Intel Core2 Duo T7500  2.20GHz,827
Intel Core2 Duo T7600  2.33GHz,800
Intel Core2 Duo T7700  2.40GHz,944
Intel Core2 Duo T7800  2.60GHz,909
Intel Core2 Duo T8100  2.10GHz,789
Intel Core2 Duo T8300  2.40GHz,905
Intel Core2 Duo T9300  2.50GHz,985
Intel Core2 Duo T9400  2.53GHz,"1,004"
Intel Core2 Duo T9500  2.60GHz,"1,022"
Intel Core2 Duo T9550  2.66GHz,989
Intel Core2 Duo T9600  2.80GHz,"1,089"
Intel Core2 Duo T9800  2.93GHz,"1,193"
Intel Core2 Duo T9900  3.06GHz,"1,206"
Intel Core2 Duo U7300  1.30GHz,537
Intel Core2 Duo U7500  1.06GHz,408
Intel Core2 Duo U7600  1.20GHz,347
Intel Core2 Duo U7700  1.33GHz,420
Intel Core2 Duo U9300  1.20GHz,447
Intel Core2 Duo U9600  1.60GHz,587
Intel Core2 Extreme Q6800  2.93GHz,"2,218"
Intel Core2 Extreme Q6850  3.00GHz,"2,250"
Intel Core2 Extreme Q9200  2.40GHz,"2,011"
Intel Core2 Extreme Q9300  2.53GHz,"1,912"
Intel Core2 Extreme X6800  2.93GHz,"1,118"
Intel Core2 Extreme X7800  2.60GHz,"1,138"
Intel Core2 Extreme X7900  2.80GHz,"1,115"
Intel Core2 Extreme X9000  2.80GHz,"1,108"
Intel Core2 Extreme X9100  3.06GHz,"1,181"
Intel Core2 Extreme X9650  3.00GHz,"2,426"
Intel Core2 Extreme X9750  3.16GHz,"2,348"
Intel Core2 Extreme X9770  3.20GHz,"2,701"
Intel Core2 Extreme X9775  3.20GHz,"2,780"
Intel Core2 Quad Q6600  2.40GHz,"1,839"
Intel Core2 Quad Q6700  2.66GHz,"2,091"
Intel Core2 Quad Q8200  2.33GHz,"1,807"
Intel Core2 Quad Q8300  2.50GHz,"1,913"
Intel Core2 Quad Q8400  2.66GHz,"2,078"
Intel Core2 Quad Q9000  2.00GHz,"1,597"
Intel Core2 Quad Q9100  2.26GHz,"1,806"
Intel Core2 Quad Q9300  2.50GHz,"2,010"
Intel Core2 Quad Q9400  2.66GHz,"2,160"
Intel Core2 Quad Q9450  2.66GHz,"2,208"
Intel Core2 Quad Q9500  2.83GHz,"2,241"
Intel Core2 Quad Q9505  2.83GHz,"2,171"
Intel Core2 Quad Q9550  2.83GHz,"2,360"
Intel Core2 Quad Q9650  3.00GHz,"2,504"
Intel Core2 Solo U2100  1.06GHz,233
Intel Core2 Solo U3500  1.40GHz,272
Intel CoreT i5 1350P,"19,429"
Intel CoreT i5 13600H,"20,777"
Intel CoreTM Ultra 5 115U,"12,771"
Intel N100,"5,360"
Intel N150,"5,436"
Intel N200,"4,726"
Intel N250,"4,765"
Intel N50,"2,609"
Intel N95,"5,312"
Intel N97,"5,881"
Intel Pentium 1403  2.60GHz,"1,851"
Intel Pentium 1403 v2  2.60GHz,"2,284"
Intel Pentium 2020M  2.40GHz,"1,409"
Intel Pentium 2030M  2.50GHz,"1,389"
Intel Pentium 2117U  1.80GHz,"1,007"
Intel Pentium 2127U  1.90GHz,"1,076"
Intel Pentium 2129Y  1.10GHz,587
Intel Pentium 3550M  2.30GHz,"1,306"
Intel Pentium 3556U  1.70GHz,"1,071"
Intel Pentium 3558U  1.70GHz,"1,040"
Intel Pentium 3560M  2.40GHz,"1,345"
Intel Pentium 3560Y  1.20GHz,887
Intel Pentium 3805U  1.90GHz,"1,201"
Intel Pentium 3825U  1.90GHz,"1,395"
Intel Pentium 4 1.50GHz,86
Intel Pentium 4 1.60GHz,84
Intel Pentium 4 1.70GHz,86
Intel Pentium 4 1.80GHz,115
Intel Pentium 4 1.90GHz,104
Intel Pentium 4 1300MHz,77
Intel Pentium 4 1400MHz,83
Intel Pentium 4 1500MHz,81
Intel Pentium 4 1700MHz,100
Intel Pentium 4 1800MHz,114
Intel Pentium 4 2.00GHz,133
Intel Pentium 4 2.20GHz,157
Intel Pentium 4 2.26GHz,151
Intel Pentium 4 2.40GHz,131
Intel Pentium 4 2.50GHz,160
Intel Pentium 4 2.53GHz,162
Intel Pentium 4 2.60GHz,223
Intel Pentium 4 2.66GHz,157
Intel Pentium 4 2.80GHz,240
Intel Pentium 4 2.93GHz,150
Intel Pentium 4 3.00GHz,309
Intel Pentium 4 3.06GHz,264
Intel Pentium 4 3.20GHz,328
Intel Pentium 4 3.40GHz,299
Intel Pentium 4 3.46GHz,295
Intel Pentium 4 3.60GHz,315
Intel Pentium 4 3.73GHz,385
Intel Pentium 4 3.80GHz,384
Intel Pentium 4 3.83GHz,154
Intel Pentium 4 Mobile 1.60GHz,116
Intel Pentium 4 Mobile 1.80GHz,114
Intel Pentium 4 Mobile 1.90GHz,136
Intel Pentium 4 Mobile 2.00GHz,132
Intel Pentium 4405U  2.10GHz,"2,121"
Intel Pentium 4405Y  1.50GHz,"1,490"
Intel Pentium 4410Y  1.50GHz,"1,435"
Intel Pentium 4415U  2.30GHz,"2,248"
Intel Pentium 4415Y  1.60GHz,"1,581"
Intel Pentium 4417U  2.30GHz,"2,259"
Intel Pentium 4425Y  1.70GHz,"1,698"
Intel Pentium 5405U  2.30GHz,"2,241"
Intel Pentium 6405U  2.40GHz,"2,356"
Intel Pentium 6805  1.10GHz,"4,424"
Intel Pentium 957  1.20GHz,622
Intel Pentium 967  1.30GHz,643
Intel Pentium 987  1.50GHz,697
Intel Pentium 997  1.60GHz,809
Intel Pentium A1018  2.10GHz,"1,188"
Intel Pentium A1020  2.41GHz,"1,167"
Intel Pentium B940  2.00GHz,875
Intel Pentium B950  2.10GHz,"1,022"
Intel Pentium B960  2.20GHz,"1,019"
Intel Pentium B970  2.30GHz,"1,106"
Intel Pentium B980  2.40GHz,"1,101"
Intel Pentium D 3.40GHz,782
Intel Pentium D 805  2.66GHz,374
Intel Pentium D 830  3.00GHz,579
Intel Pentium D 915  2.80GHz,468
Intel Pentium D 940  3.20GHz,585
Intel Pentium D 950  3.40GHz,704
Intel Pentium D 960  3.60GHz,822
Intel Pentium D1508  2.20GHz,"3,240"
Intel Pentium Dual T2390  1.86GHz,745
Intel Pentium E2140  1.60GHz,534
Intel Pentium E2160  1.80GHz,663
Intel Pentium E2180  2.00GHz,685
Intel Pentium E2200  2.20GHz,740
Intel Pentium E2210  2.20GHz,702
Intel Pentium E2220  2.40GHz,855
Intel Pentium E5200  2.50GHz,933
Intel Pentium E5300  2.60GHz,933
Intel Pentium E5400  2.70GHz,"1,004"
Intel Pentium E5500  2.80GHz,"1,068"
Intel Pentium E5700  3.00GHz,"1,092"
Intel Pentium E5800  3.20GHz,"1,189"
Intel Pentium E6300  2.80GHz,"1,032"
Intel Pentium E6500  2.93GHz,"1,175"
Intel Pentium E6600  3.06GHz,"1,191"
Intel Pentium E6700  3.20GHz,"1,219"
Intel Pentium E6800  3.33GHz,"1,155"
Intel Pentium Extreme Edition 955  3.46GHz,469
Intel Pentium Extreme Edition 965  3.73GHz,987
Intel Pentium G2010  2.80GHz,"1,641"
Intel Pentium G2020  2.90GHz,"1,700"
Intel Pentium G2020T  2.50GHz,"1,430"
Intel Pentium G2030  3.00GHz,"1,767"
Intel Pentium G2030T  2.60GHz,"1,597"
Intel Pentium G2100T  2.60GHz,"1,691"
Intel Pentium G2120  3.10GHz,"1,882"
Intel Pentium G2120T  2.70GHz,"1,613"
Intel Pentium G2130  3.20GHz,"1,911"
Intel Pentium G2140  3.30GHz,"2,092"
Intel Pentium G3220  3.00GHz,"1,888"
Intel Pentium G3220T  2.60GHz,"1,645"
Intel Pentium G3240  3.10GHz,"1,928"
Intel Pentium G3240T  2.70GHz,"1,693"
Intel Pentium G3250  3.20GHz,"2,017"
Intel Pentium G3250T  2.80GHz,"1,813"
Intel Pentium G3258  3.20GHz,"2,063"
Intel Pentium G3260  3.30GHz,"2,102"
Intel Pentium G3260T  2.90GHz,"1,878"
Intel Pentium G3320TE  2.30GHz,"1,570"
Intel Pentium G3420  3.20GHz,"2,022"
Intel Pentium G3420T  2.70GHz,"1,912"
Intel Pentium G3430  3.30GHz,"2,127"
Intel Pentium G3440  3.30GHz,"2,202"
Intel Pentium G3440T  2.80GHz,"2,107"
Intel Pentium G3450  3.40GHz,"2,182"
Intel Pentium G3450T  2.90GHz,"1,904"
Intel Pentium G3460  3.50GHz,"2,114"
Intel Pentium G3460T  3.00GHz,"2,036"
Intel Pentium G3470  3.60GHz,"2,448"
Intel Pentium G4400  3.30GHz,"2,556"
Intel Pentium G4400T  2.90GHz,"2,323"
Intel Pentium G4400TE  2.40GHz,"2,190"
Intel Pentium G4500  3.50GHz,"2,799"
Intel Pentium G4500T  3.00GHz,"2,399"
Intel Pentium G4520  3.60GHz,"2,670"
Intel Pentium G4560  3.50GHz,"3,535"
Intel Pentium G4560T  2.90GHz,"2,994"
Intel Pentium G4600  3.60GHz,"3,629"
Intel Pentium G4600T  3.00GHz,"3,062"
Intel Pentium G4620  3.70GHz,"3,761"
Intel Pentium G620  2.60GHz,"1,234"
Intel Pentium G620T  2.20GHz,896
Intel Pentium G630  2.70GHz,"1,352"
Intel Pentium G630T  2.30GHz,"1,032"
Intel Pentium G640  2.80GHz,"1,368"
Intel Pentium G640T  2.40GHz,"1,139"
Intel Pentium G645  2.90GHz,"1,444"
Intel Pentium G645T  2.50GHz,"1,238"
Intel Pentium G6950  2.80GHz,"1,252"
Intel Pentium G6951  2.80GHz,"1,383"
Intel Pentium G6960  2.93GHz,"1,433"
Intel Pentium G840  2.80GHz,"1,367"
Intel Pentium G850  2.90GHz,"1,484"
Intel Pentium G860  3.00GHz,"1,481"
Intel Pentium G870  3.10GHz,"1,554"
Intel Pentium GOLD 6500Y  1.10GHz,"2,970"
Intel Pentium Gold 7505  2.00GHz,"5,176"
Intel Pentium Gold 8500,"5,949"
Intel Pentium Gold 8505,"9,167"
Intel Pentium Gold G5400  3.70GHz,"3,742"
Intel Pentium Gold G5400T  3.10GHz,"3,152"
Intel Pentium Gold G5420  3.80GHz,"3,699"
Intel Pentium Gold G5420T  3.20GHz,"3,370"
Intel Pentium Gold G5500  3.80GHz,"3,846"
Intel Pentium Gold G5500T  3.20GHz,"3,256"
Intel Pentium Gold G5600  3.90GHz,"3,844"
Intel Pentium Gold G5600F  3.90GHz,"4,060"
Intel Pentium Gold G5600T  3.30GHz,"3,496"
Intel Pentium Gold G5620  4.00GHz,"4,251"
Intel Pentium Gold G6400  4.00GHz,"4,106"
Intel Pentium Gold G6400E  3.80GHz,"3,908"
Intel Pentium Gold G6400T  3.40GHz,"3,544"
Intel Pentium Gold G6405  4.10GHz,"3,818"
Intel Pentium Gold G6405T  3.50GHz,"3,095"
Intel Pentium Gold G6500  4.10GHz,"4,185"
Intel Pentium Gold G6500T  3.50GHz,"3,806"
Intel Pentium Gold G6505  4.20GHz,"4,371"
Intel Pentium Gold G6505T  3.60GHz,"3,698"
Intel Pentium Gold G6600  4.20GHz,"4,223"
Intel Pentium Gold G6605  4.30GHz,"4,488"
Intel Pentium Gold G7400,"6,708"
Intel Pentium Gold G7400E,"6,134"
Intel Pentium Gold G7400T,"5,274"
Intel Pentium III 1400  1400MHz,193
Intel Pentium III 1400S  1400MHz,194
Intel Pentium III Mobile 1066MHz,160
Intel Pentium III Mobile 1133MHz,164
Intel Pentium III Mobile 1200MHz,156
Intel Pentium III Mobile 800MHz,119
Intel Pentium III Mobile 866MHz,99
Intel Pentium J2850  2.41GHz,"1,016"
Intel Pentium J2900  2.41GHz,"1,254"
Intel Pentium J3710  1.60GHz,"1,418"
Intel Pentium J4205  1.50GHz,"2,315"
Intel Pentium J6426  2.00GHz,"4,029"
Intel Pentium M 1.10GHz,184
Intel Pentium M 1.20GHz,199
Intel Pentium M 1.30GHz,196
Intel Pentium M 1.40GHz,225
Intel Pentium M 1.50GHz,240
Intel Pentium M 1.60GHz,194
Intel Pentium M 1.70GHz,239
Intel Pentium M 1.73GHz,205
Intel Pentium M 1.80GHz,280
Intel Pentium M 1.86GHz,222
Intel Pentium M 1000MHz,156
Intel Pentium M 1200MHz,155
Intel Pentium M 1300MHz,197
Intel Pentium M 1400MHz,208
Intel Pentium M 1500MHz,188
Intel Pentium M 1600MHz,193
Intel Pentium M 1700MHz,237
Intel Pentium M 2.00GHz,270
Intel Pentium M 2.10GHz,292
Intel Pentium M 2.13GHz,234
Intel Pentium M 2.26GHz,227
Intel Pentium M 900MHz,141
Intel Pentium N3510  1.99GHz,942
Intel Pentium N3520  2.16GHz,"1,144"
Intel Pentium N3530  2.16GHz,"1,163"
Intel Pentium N3540  2.16GHz,"1,205"
Intel Pentium N3700  1.60GHz,"1,248"
Intel Pentium N3710  1.60GHz,"1,386"
Intel Pentium N4200  1.10GHz,"2,155"
Intel Pentium N6415  1.20GHz,"2,713"
Intel Pentium P6000  1.87GHz,830
Intel Pentium P6100  2.00GHz,880
Intel Pentium P6200  2.13GHz,932
Intel Pentium P6300  2.27GHz,917
Intel Pentium Silver A1030  2.00GHz,"1,380"
Intel Pentium Silver J5005  1.50GHz,"3,123"
Intel Pentium Silver J5040  2.00GHz,"3,252"
Intel Pentium Silver N5000  1.10GHz,"2,599"
Intel Pentium Silver N5020  1.10GHz,"3,404"
Intel Pentium Silver N5030  1.10GHz,"2,543"
Intel Pentium Silver N6000  1.10GHz,"2,994"
Intel Pentium Silver N6005  2.00GHz,"5,253"
Intel Pentium SU2700  1.30GHz,253
Intel Pentium SU4100  1.30GHz,501
Intel Pentium T2060  1.60GHz,330
Intel Pentium T2080  1.73GHz,341
Intel Pentium T2130  1.86GHz,382
Intel Pentium T2310  1.46GHz,538
Intel Pentium T2330  1.60GHz,533
Intel Pentium T2370  1.73GHz,558
Intel Pentium T2390  1.86GHz,540
Intel Pentium T2410  2.00GHz,566
Intel Pentium T3200  2.00GHz,669
Intel Pentium T3400  2.16GHz,664
Intel Pentium T4200  2.00GHz,725
Intel Pentium T4300  2.10GHz,782
Intel Pentium T4400  2.20GHz,784
Intel Pentium T4500  2.30GHz,843
Intel Pentium U5400  1.20GHz,552
Intel Pentium U5600  1.33GHz,624
Intel T1400  1.73GHz,548
Intel T1500  1.86GHz,548
Intel T2050  2.00GHz,516
Intel U300,"8,566"
Intel U300E,"8,142"
Intel U300L,"7,692"
Intel U4100  1.30GHz,610
Intel Ultra 5 115U,"12,381"
Intel Xeon 2.00GHz,152
Intel XEON 2.20GHz,164
Intel Xeon 2.40GHz,180
Intel Xeon 2.80GHz,260
Intel Xeon 3.00GHz,425
Intel Xeon 3.20GHz,478
Intel Xeon 3.40GHz,389
Intel Xeon 3.60GHz,403
Intel Xeon 3.73GHz,917
Intel Xeon 3.80GHz,393
Intel Xeon 3040  1.86GHz,790
Intel Xeon 3050  2.13GHz,818
Intel Xeon 3060  2.40GHz,983
Intel Xeon 3065  2.33GHz,867
Intel Xeon 3070  2.66GHz,"1,025"
Intel Xeon 3075  2.66GHz,"1,112"
Intel Xeon 3085  3.00GHz,"1,070"
Intel Xeon 5110  1.60GHz,405
Intel Xeon 5120  1.86GHz,763
Intel Xeon 5130  2.00GHz,795
Intel Xeon 5133  2.20GHz,887
Intel Xeon 5140  2.33GHz,857
Intel Xeon 5148  2.33GHz,912
Intel Xeon 5150  2.66GHz,880
Intel Xeon 5160  3.00GHz,963
Intel Xeon 6315P,"11,105"
Intel Xeon 6325P,"16,346"
Intel Xeon 6333P,"18,751"
Intel Xeon 6337P,"20,917"
Intel Xeon 6349P,"25,953"
Intel Xeon 6353P,"27,077"
Intel Xeon 6357P,"30,401"
Intel Xeon 6369P,"27,283"
Intel Xeon 6505P,"38,264"
Intel Xeon 6507P,"31,233"
Intel Xeon 6511P,"51,286"
Intel Xeon 6515P,"40,720"
Intel Xeon 6517P,"49,876"
Intel Xeon 6521P,"64,801"
Intel Xeon 6710E,"61,404"
Intel Xeon 6730P,"74,113"
Intel Xeon 6736P,"50,072"
Intel Xeon 6737P,"79,634"
Intel Xeon 6740E,"76,167"
Intel Xeon 6740P,"90,684"
Intel Xeon 6741P,"100,660"
Intel Xeon 6747P,"100,964"
Intel Xeon 6780E,"86,734"
Intel Xeon 6781P,"117,946"
Intel Xeon 6960P,"130,659"
Intel Xeon  2.00GHz,"7,363"
Intel Xeon  2.20GHz,"1,324"
Intel Xeon Bronze 3104  1.70GHz,"4,383"
Intel Xeon Bronze 3106  1.70GHz,"5,766"
Intel Xeon Bronze 3204  1.90GHz,"4,797"
Intel Xeon Bronze 3408U,"9,969"
Intel Xeon Bronze 3508U,"11,248"
Intel Xeon D 1518  2.20GHz,"4,562"
Intel Xeon D 1520  2.20GHz,"4,917"
Intel Xeon D 1521  2.40GHz,"5,703"
Intel Xeon D 1527  2.20GHz,"5,213"
Intel Xeon D 1528  1.90GHz,"6,823"
Intel Xeon D 1531  2.20GHz,"7,592"
Intel Xeon D 1537  1.70GHz,"7,444"
Intel Xeon D 1539  1.60GHz,"7,572"
Intel Xeon D 1540  2.00GHz,"10,037"
Intel Xeon D 1541  2.10GHz,"9,986"
Intel Xeon D 1548  2.00GHz,"9,075"
Intel Xeon D 1557  1.50GHz,"9,285"
Intel Xeon D 1559  1.50GHz,"8,015"
Intel Xeon D 1567  2.10GHz,"10,447"
Intel Xeon D 1577  1.30GHz,"11,645"
Intel Xeon D 1581  1.80GHz,"13,173"
Intel Xeon D 1587  1.70GHz,"13,630"
Intel Xeon D 1602  2.50GHz,"2,459"
Intel Xeon D 1622  2.60GHz,"6,205"
Intel Xeon D 1712TR  2.00GHz,"8,155"
Intel Xeon D 1715TER  2.40GHz,"9,104"
Intel Xeon D 1718T  2.60GHz,"9,674"
Intel Xeon D 1726  2.90GHz,"15,511"
Intel Xeon D 1732TE  1.90GHz,"14,254"
Intel Xeon D 1733NT  2.00GHz,"14,849"
Intel Xeon D 1736NT  2.70GHz,"17,826"
Intel Xeon D 1746TER  2.00GHz,"15,660"
Intel Xeon D 1747NTE  2.50GHz,"20,279"
Intel Xeon D 1813NT  2.20GHz,"7,732"
Intel Xeon D 1823NT  2.80GHz,"13,673"
Intel Xeon D 1848TER  2.00GHz,"16,952"
Intel Xeon D 2123IT  2.20GHz,"6,689"
Intel Xeon D 2141I  2.20GHz,"11,886"
Intel Xeon D 2143IT  2.20GHz,"12,116"
Intel Xeon D 2146NT  2.30GHz,"11,736"
Intel Xeon D 2166NT  2.00GHz,"15,105"
Intel Xeon D 2183IT  2.20GHz,"19,377"
Intel Xeon D 2187NT  2.00GHz,"18,070"
Intel Xeon D 2712T  1.90GHz,"7,990"
Intel Xeon D 2733NT  2.10GHz,"16,206"
Intel Xeon D 2752TER  1.80GHz,"19,074"
Intel Xeon D 2753NT  2.00GHz,"20,626"
Intel Xeon D 2766NT  2.00GHz,"24,013"
Intel Xeon D 2775TE  2.00GHz,"27,299"
Intel Xeon D 2795NT  2.00GHz,"28,463"
Intel Xeon D 2796TE  2.00GHz,"26,342"
Intel Xeon D 2799  2.40GHz,"33,792"
Intel Xeon E E 2414,"11,946"
Intel Xeon E E 2434,"14,949"
Intel Xeon E E 2486,"23,605"
Intel Xeon E 2104G  3.20GHz,"5,860"
Intel Xeon E 2124  3.30GHz,"6,912"
Intel Xeon E 2124G  3.40GHz,"7,227"
Intel Xeon E 2126G  3.30GHz,"10,372"
Intel Xeon E 2134  3.50GHz,"9,356"
Intel Xeon E 2136  3.30GHz,"13,166"
Intel Xeon E 2144G  3.60GHz,"9,397"
Intel Xeon E 2146G  3.50GHz,"13,240"
Intel Xeon E 2174G  3.80GHz,"9,600"
Intel Xeon E 2176G  3.70GHz,"13,590"
Intel Xeon E 2176M  2.70GHz,"10,806"
Intel Xeon E 2186G  3.80GHz,"13,610"
Intel Xeon E 2186M  2.90GHz,"11,290"
Intel Xeon E 2224  3.40GHz,"7,219"
Intel Xeon E 2224G  3.50GHz,"7,569"
Intel Xeon E 2226G  3.40GHz,"11,174"
Intel Xeon E 2226GE  3.40GHz,"9,090"
Intel Xeon E 2234  3.60GHz,"9,473"
Intel Xeon E 2236  3.40GHz,"13,894"
Intel Xeon E 2244G  3.80GHz,"9,651"
Intel Xeon E 2246G  3.60GHz,"13,832"
Intel Xeon E 2254ML  1.70GHz,"6,333"
Intel Xeon E 2274G  4.00GHz,"9,789"
